Response ID,Date submitted,Last page,Start language,Token,Age:,Gender:,Gender: [Other],Education (indicate the highest level of schooling you have completed):,Profession:,I consider myself a 'mechanically inclined' person [],"On the next page you will be shown a video of a robot performing a task. Under the video will be two buttons: a red emergency STOP button and a yellow INTERVENE button. If you were interacting with the robot and wanted to disable/stop the robot press the STOP button. If instead you wanted to simply help the robot complete its task press the INTERVENE button. Regardless, please watch the video to its completion before going to the next page.  Please Do Not refresh the page, even if video is loading slowly.  Click ""I understand"" below to continue.",             Thank you for watching.     STOP!      Intervene                      [][VidNum],             Thank you for watching.     STOP!      Intervene                      [][VidDuration],             Thank you for watching.     STOP!      Intervene                      [][TIme Stop Pressed],             Thank you for watching.     STOP!      Intervene                      [][Time Intervene Pressed],             Thank you for watching.     STOP!      Intervene                      [][Percentage of Video Where Stopped Pressed],             Thank you for watching.     STOP!      Intervene                      [][Percentage of Video Where Intervene Pressed],             Thank you for watching.     STOP!      Intervene                      [][VidDone],Please read and rate each of the following statements on a scale of 1 to 7. [I would have used the emergency stop button to prevent the robot from failing.],Please read and rate each of the following statements on a scale of 1 to 7. [I could have used something other than the emergency stop button to prevent this failure from happening.],Please read and rate each of the following statements on a scale of 1 to 7. [I would have intervened to prevent the failure.],Please read and rate each of the following statements on a scale of 1 to 7. [I could tell the robot was going to fail before it did.],Please read and rate each of the following statements on a scale of 1 to 7. [This failure seemed preventable.],Please read and rate each of the following statements on a scale of 1 to 7. [The emergency stop was necessary to prevent the failure from happening.],"Please read and rate each of the following statements on a scale of 1 to 7. [If I were the person in the video, I could carry on the task without the robot after it failed.]","Please read and rate each of the following statements on a scale of 1 to 7. [If I were the person in the video, I would abandon the task altogether after the robot failed.]",Please read and rate each of the following statements on a scale of 1 to 7. [I would be willing to help the robot in this situation.],"Please read and rate each of the following statements on a scale of 1 to 7. [Despite its failure, the robot was helpful in this task overall.]",Please read and rate each of the following statements on a scale of 1 to 7. [The task could not have been done without the robot.],Please read and rate each of the following statements on a scale of 1 to 7. [The task would have been easier to complete without the robot.],Please read and rate each of the following statements on a scale of 1 to 7. [The robot's failure was severe.],"Please read and rate each of the following statements on a scale of 1 to 7. [If I was a bystander standing 20 feet away from this robot when it failed, I would have felt unsafe.]","Please read and rate each of the following statements on a scale of 1 to 7. [If I had been standing 10 feet away from this robot when it failed, I would have felt unsafe.]","Please read and rate each of the following statements on a scale of 1 to 7. [If I had been standing 3 feet away from this robot when it failed, I would have felt unsafe.]",Please read and rate each of the following statements on a scale of 1 to 7. [I am upset with the robot.],Please read and rate each of the following statements on a scale of 1 to 7. [The robot is fixable by an expert.],Please read and rate each of the following statements on a scale of 1 to 7. [To proceed to the next page answer 1 for this question],Please read and rate each of the following statements on a scale of 1 to 7. [To procceed to the next page answer 3 for this question],Please read and rate each of the following statements on a scale of 1 to 7. [To proceed to the next page answer 6 for this question],Please read and rate each of the following statements on a scale of 1 to 7. [I would have used the emergency stop button to prevent the robot from failing.],Please read and rate each of the following statements on a scale of 1 to 7. [I could have used something other than the emergency stop button to prevent this failure from happening.],Please read and rate each of the following statements on a scale of 1 to 7. [I would have intervened to prevent the failure.],Please read and rate each of the following statements on a scale of 1 to 7. [I could tell the robot was going to fail before it did.],Please read and rate each of the following statements on a scale of 1 to 7. [This failure seemed preventable.],Please read and rate each of the following statements on a scale of 1 to 7. [The emergency stop was necessary to prevent the failure from happening.],Please read and rate each of the following statements on a scale of 1 to 7. [I would be willing to help the robot in this situation.],Please read and rate each of the following statements on a scale of 1 to 7. [The task could not have been done without the robot.],Please read and rate each of the following statements on a scale of 1 to 7. [The task would have been easier to complete without the robot.],Please read and rate each of the following statements on a scale of 1 to 7. [The robot's failure was severe.],"Please read and rate each of the following statements on a scale of 1 to 7. [If I was a bystander standing 20 feet away from this robot when it failed, I would have felt unsafe.]","Please read and rate each of the following statements on a scale of 1 to 7. [If I had been standing 10 feet away from this robot when it failed, I would have felt unsafe.]","Please read and rate each of the following statements on a scale of 1 to 7. [If I had been standing 3 feet away from this robot when it failed, I would have felt unsafe.]",Please read and rate each of the following statements on a scale of 1 to 7. [I am upset with the robot.],Please read and rate each of the following statements on a scale of 1 to 7. [The robot is fixable by an expert.],Please read and rate each of the following statements on a scale of 1 to 7. [To proceed to the next page answer 2 for this question],Please read and rate each of the following statements on a scale of 1 to 7. [To proceed to the next page answer 4 for this question],Please read and rate each of the following statements on a scale of 1 to 7. [To proceed to the next page answer 5 for this question],Please rate the following items on a scale from 1 to 7 (1 being low and 7 being high) [Your Level Of Confidence In The Robot Before The Failure Took Place],Please rate the following items on a scale from 1 to 7 (1 being low and 7 being high) [Damage done by robot],Please rate the following items on a scale from 1 to 7 (1 being low and 7 being high) [Your level of confidence in the robot after the failure took place],What happened before the failure that helped you see it coming?,What intervention does the robot need from you to get back to work?,Total time,Group time: Demographics,Question time: age,Question time: gender,Question time: education,Question time: profession,Question time: skill,Group time: videoexplanation,Question time: explanation,Group time: video,Question time: video,Group time: Video Question Page 1,Question time: scale,Question time: scalenohuman,Group time: Video Question Page 2,Question time: rate,Question time: predictresp,Question time: intervention,Human1,Hum,Severity,Sev,Wobb,Succ,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21
111,1980-01-01 00:00:00,5,en,zf5CVox4FmgipCB,25-34,Female,,Bachelor's degree,receptionist,1,I understand,2,14,-1,-1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,1,4,2,5,6,6,6,1,7,1,1,1,1,1,7,2,4,5,2,1,1,He was struggling to open a box and I could tell it was going to knock something else off the table,"I could have pressed the stop button, but I don't think I could fix the robot. He would need a programmer.",151.57,10.95,,,,,,8.16,,21.88,,41.68,,,68.9,,,,NH,NH,M,H,NW,NS,1,4,2,5,6,6,0,0,6,1,0,7,1,1,1,1,1,7,2,1,1
115,1980-01-01 00:00:00,5,en,shfdOhR8lfIFZOc,25-34,Male,,Bachelor's degree,System Administrator,4,I understand,2,14,6.0958881488,-1,0.4476094322,-1,1,,,,,,,,,,,,,,,,,,,,,,6,2,6,6,6,6,6,2,4,6,2,2,2,6,6,2,4,5,6,5,4,The laptop started being edged forward. ,Needs to be set back in place. ,148.99,12.58,,,,,,10.93,,20.23,,47.92,,,57.33,,,,NH,NH,M,H,NW,NS,6,2,6,6,6,6,0,0,6,2,0,4,6,2,2,2,6,6,6,5,4
185,1980-01-01 00:00:00,5,en,i7fRkc89j246cpw,18-24,Male,,High school diploma or the equivalent (for example: GED),Student,3,I understand,2,14,8.5837080229,-1,0.6301819266,-1,1,,,,,,,,,,,,,,,,,,,,,,5,4,7,4,7,1,7,1,7,1,1,1,1,1,7,2,4,5,2,2,2,It looked like it was going to damage the item by going too fast.,Better movement when it is doing the task at hand,223.83,29.49,,,,,,24.65,,23.2,,86.63,,,59.86,,,,NH,NH,M,H,NW,NS,5,4,7,4,7,1,0,0,7,1,0,7,1,1,1,1,1,7,2,2,2
215,1980-01-01 00:00:00,5,en,nytFlW6vSnD9Uh_,35-44,Male,,Bachelor's degree,programmer,4,I understand,2,14,-1,-1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,2,5,6,6,6,3,6,1,7,2,1,1,2,2,5,2,4,5,4,1,4,the robot did not seem to have precise movements when trying to open the box so it was not surprising that it knocked over something,none,236.66,16.13,,,,,,3.44,,37.82,,114.78,,,64.49,,,,NH,NH,M,H,NW,NS,2,5,6,6,6,3,0,0,6,1,0,7,2,1,1,2,2,5,4,1,4
240,1980-01-01 00:00:00,5,en,2qFBOJq5hMsFBza,25-34,Male,,High school diploma or the equivalent (for example: GED),insurance,4,I understand,2,14,-1,-1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,1,7,7,1,7,7,7,1,1,1,1,1,1,1,7,2,4,5,7,1,6,,I have to pick up the piece of paper.,317.39,34.76,,,,,,50.71,,46.22,,121.16,,,64.54,,,,NH,NH,M,H,NW,NS,1,7,7,1,7,7,0,0,7,1,0,1,1,1,1,1,1,7,7,1,6
9,1980-01-01 00:00:00,5,en,MKs2YvUjFITvkGM,35-44,Male,,Associate degree,mEDICAL bILLER,5,I understand,3,12,-1,-1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,5,5,4,1,5,2,6,6,7,1,1,1,1,1,5,2,4,5,5,1,4,,The box needs to be secured,163.23,20.62,,,,,,6.97,,19.21,,81.96,,,34.47,,,,NH,O,M,H,NW,NS,5,5,4,1,5,2,0,0,6,6,0,7,1,1,1,1,1,5,5,1,4
54,1980-01-01 00:00:00,5,en,X7DNg2qswJKFOGE,25-34,Male,,Bachelor's degree,Accountant,3,I understand,3,12,-1,-1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,2,6,6,2,6,2,6,3,6,2,2,2,2,2,6,2,4,5,3,3,2,,I'm not 100% clear on what actually happened. I believe we need to fix the box like object he was messing with.,134.14,11.24,,,,,,11.66,,18.52,,43.5,,,49.22,,,,NH,O,M,H,NW,NS,2,6,6,2,6,2,0,0,6,3,0,6,2,2,2,2,2,6,3,3,2
59,1980-01-01 00:00:00,5,en,wgNocFJ0g6szxx5,35-44,Female,,Professional degree,attorney,3,I understand,3,12,-1,-1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,4,2,2,2,6,2,2,2,2,2,5,2,4,5,4,2,4,,No idea. He looked fine. Turning the page of a book or something.,147.94,17.91,,,,,,11.86,,22.36,,66.08,,,29.73,,,,NH,O,M,H,NW,NS,2,2,2,2,4,2,0,0,2,2,0,6,2,2,2,2,2,5,4,2,4
134,1980-01-01 00:00:00,5,en,2yJ1b0kU5jnJwf4,25-34,Male,,Bachelor's degree,Auto Sales,3,I understand,3,12,-1,-1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,5,2,5,2,4,6,5,4,3,3,3,4,4,1,5,2,4,5,4,3,3,,The robot would have to make 0 errors.,187.72,29.14,,,,,,21.67,,23.55,,76.45,,,36.91,,,,NH,O,M,H,NW,NS,5,2,5,2,4,6,0,0,5,4,0,3,3,3,4,4,1,5,4,3,3
140,1980-01-01 00:00:00,5,en,sBIzI4hxvxQft4B,35-44,Female,,High school diploma or the equivalent (for example: GED),Self Employed,3,I understand,3,12,-1,-1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,4,5,4,2,5,3,6,4,2,2,2,2,2,2,6,2,4,5,4,2,4,,It needs to be set upright,192.72,29.13,,,,,,17.17,,32.23,,66.54,,,47.65,,,,NH,O,M,H,NW,NS,4,5,4,2,5,3,0,0,6,4,0,2,2,2,2,2,2,6,4,2,4
167,1980-01-01 00:00:00,5,en,Y7hqNY8ScuADQ0c,18-24,Male,,High school diploma or the equivalent (for example: GED),student,2,I understand,3,12,-1,11.301,-1,1,1,,,,,,,,,,,,,,,,,,,,,,5,6,6,3,6,3,5,2,4,2,3,3,4,3,6,2,4,5,5,3,4,,Shutting down the robot so that we can make repairs and adjustments. ,196.85,19.2,,,,,,22.96,,18.64,,78.71,,,57.34,,,,NH,O,M,H,NW,NS,5,6,6,3,6,3,0,0,5,2,0,4,2,3,3,4,3,6,5,3,4
245,1980-01-01 00:00:00,5,en,RqyCjRBfzJBDe3U,45-54,Male,,Associate degree,Tech Support,2,I understand,3,12,-1,5.1557700763,-1,0.4563109463,1,,,,,,,,,,,,,,,,,,,,,,2,6,5,3,6,2,6,1,6,1,1,3,5,1,6,2,4,5,4,1,2,,I would need to hand it the object it appeared to be trying to grasp at the beginning of the video.,163.75,19.25,,,,,,10.05,,18.52,,62.99,,,52.94,,,,NH,O,M,H,NW,NS,2,6,5,3,6,2,0,0,6,1,0,6,1,1,3,5,1,6,4,1,2
257,1980-01-01 00:00:00,5,en,NW7K1o049Iq1UDb,25-34,Female,,High school diploma or the equivalent (for example: GED),Team Leader,4,I understand,3,12,-1,11.301,-1,1,1,,,,,,,,,,,,,,,,,,,,,,2,4,5,3,5,2,6,2,5,2,2,2,2,2,6,2,4,5,3,2,2,,help opening package,282,31.87,,,,,,35.51,,21.66,,157.47,,,35.49,,,,NH,O,M,H,NW,NS,2,4,5,3,5,2,0,0,6,2,0,5,2,2,2,2,2,6,3,2,2
27,1980-01-01 00:00:00,5,en,ZwUEbVgSyXrQOUI,18-24,Female,,High school diploma or the equivalent (for example: GED),cashier,3,I understand,4,20,-1,19.721,-1,1,1,1,5,7,1,4,1,7,2,7,5,1,6,3,2,1,3,1,5,1,3,6,,,,,,,,,,,,,,,,,,,3,5,1,,For me to pick up/catch the laptop and put it where it needed to go.,213.12,17.11,,,,,,20.16,,35.37,,99.43,,,41.05,,,,H,H,M,H,NW,S,1,5,7,1,4,1,7,2,7,1,5,6,3,2,1,3,1,5,3,5,1
65,1980-01-01 00:00:00,5,en,CFjIotuI1aSb9Xy,25-34,Male,,Bachelor's degree,information technology,3,I understand,4,20,-1,18.0852340057,-1,0.9170546121,1,5,2,7,7,5,3,3,2,6,6,7,2,4,1,5,1,4,6,1,3,6,,,,,,,,,,,,,,,,,,,5,3,6,The man was not paying attention to where the robot's arms were.,It needs a better sense of where to move it's arms.,133.62,13.47,,,,,,12.39,,25.86,,53.87,,,28.03,,,,H,H,M,H,NW,S,5,2,7,7,5,3,3,2,6,7,6,2,4,1,5,1,4,6,5,3,6
103,1980-01-01 00:00:00,5,en,XkP0DzyU0EQdncc,25-34,Male,,Bachelor's degree,Insurance Salesman,3,I understand,4,20,19.1963120439,-1,0.9733944548,-1,1,1,1,7,1,6,1,1,7,3,3,1,7,7,1,1,1,6,7,1,3,6,,,,,,,,,,,,,,,,,,,5,7,1,,I think the robot needs to be reprogrammed to be more aware of its surroundings so as to avoid collisions and not put its robotic arms where other objects are presently.  ,327.16,14.62,,,,,,100.7,,35.51,,121.36,,,54.97,,,,H,H,M,H,NW,S,1,1,7,1,6,1,1,7,3,1,3,7,7,1,1,1,6,7,5,7,1
114,1980-01-01 00:00:00,5,en,Z9NZOkWN3CvlYRD,25-34,Female,,Bachelor's degree,Manager,4,I understand,4,20,-1,-1,-1,-1,1,5,2,6,2,6,3,6,2,6,3,6,6,3,3,2,2,2,5,1,3,6,,,,,,,,,,,,,,,,,,,5,3,4,,It looked like it was more of an issue with the human than the robot. Why was he flipping his laptop around and barely holding it in front of a moving robot? Did I miss something? I didn't think the robot needed intervention but the guy should've moved out of the way.,506.33,117,,,,,,18.96,,32.47,,145.47,,,192.43,,,,H,H,M,H,NW,S,5,2,6,2,6,3,6,2,6,6,3,6,3,3,2,2,2,5,5,3,4
190,1980-01-01 00:00:00,5,en,JkRmOp0fZwwWwQy,45-54,Male,,Master's degree,Administrator,3,I understand,4,20,-1,13.6072419733,-1,0.6900381269,1,4,4,5,4,3,4,4,2,4,4,3,5,2,2,2,3,2,6,1,3,6,,,,,,,,,,,,,,,,,,,5,2,4,The robot didn't succeed from the beginning,I would help the robot by giving it the proper commands. ,371.26,26.36,,,,,,32.58,,35.49,,149.22,,,127.61,,,,H,H,M,H,NW,S,4,4,5,4,3,4,4,2,4,3,4,5,2,2,2,3,2,6,5,2,4
220,1980-01-01 00:00:00,5,en,KZ5uxBJnYPyKe6V,65 or older,Male,,Bachelor's degree,INFORMATION SECURITY,4,I understand,4,20,19.721,-1,1,-1,1,6,6,6,6,6,6,2,2,6,6,2,2,2,2,2,2,2,6,1,3,6,,,,,,,,,,,,,,,,,,,6,4,2,ROBOT WAS LOSING CONTROL AND CAUSED LAPTOP TO FALL.,SUTTLE MOVEMENTS OF THE ROBOT.,301.78,31.28,,,,,,25.95,,43.21,,133,,,68.34,,,,H,H,M,H,NW,S,6,6,6,6,6,6,2,2,6,2,6,2,2,2,2,2,2,6,6,4,2
261,1980-01-01 00:00:00,5,en,HBjph_4izQZI2sW,25-34,Female,,Bachelor's degree,manager,5,I understand,4,20,-1,-1,-1,-1,1,4,1,4,1,5,1,4,1,7,4,4,4,1,1,1,1,1,7,1,3,6,,,,,,,,,,,,,,,,,,,6,3,5,,"I'm not really sure what the task was that it and the human were doing. It unfolded some plastic thing and tried to take the laptop? Was it supposed to place it on the table? I'm just not clear on what was being accomplished in the task. If I had a better idea, I could give you a better answer.",267.8,21.24,,,,,,15.67,,35.35,,106.01,,,89.53,,,,H,H,M,H,NW,S,4,1,4,1,5,1,4,1,7,4,4,4,1,1,1,1,1,7,6,3,5
10,1980-01-01 00:00:00,5,en,IeyldWST9JaN6bU,35-44,Female,,Bachelor's degree,homemaker,3,I understand,5,20,-1,-1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,5,2,4,1,7,3,2,2,2,1,6,2,4,5,5,5,4,,Needs to be reset to correct position,178.92,28.76,,,,,,18.54,,31.78,,61.79,,,38.05,,,,NH,NH,M,H,NW,S,1,2,1,2,5,2,0,0,4,1,0,7,3,2,2,2,1,6,5,5,4
50,1980-01-01 00:00:00,5,en,wWwyUv45~KbqoFq,35-44,Male,,High school diploma or the equivalent (for example: GED),unemployed,4,I understand,5,20,-1,-1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,2,6,2,2,6,2,3,1,6,1,1,1,2,2,6,2,4,5,2,2,2,,it needs to be programmed to go slower,196.44,21.14,,,,,,16.98,,32.84,,79.86,,,45.62,,,,NH,NH,M,H,NW,S,2,6,2,2,6,2,0,0,3,1,0,6,1,1,1,2,2,6,2,2,2
